last-scan;hitlist-date;itdk-date;ripe-date;router-ips;total-asn;not-seen-by-other-sources-absolute;not-seen-by-other-sources-percentage;overlap-hitlist-absolute;overlap-hitlist-percentage;total-hitlist;overlap-itdk-absolute;overlap-itdk-percentage;total-itdk;overlap-ripe-absolute;overlap-ripe-percentage;total-ripe;overlap-asn-hitlist-absolute;overlap-asn-hitlist-percentage;total-asn-hitlist;overlap-asn-itdk-absolute;overlap-asn-itdk-percentage;total-asn-itdk;overlap-asn-ripe-absolute;overlap-asn-ripe-percentage;total-asn-ripe;looping-subnets;amplifying-subnets;max-amplification;asn-looping;asn-amplifying;ping-success;ping-success-share
2026-05-13;2026-05-09;2026-05-14;2026-05-05;135201199;15911;130280389;96.36;4806120;3.55;18462614;170062;0.13;37422114;23075;0.02;145484;14223;89.39;21704;15857;99.66;35432;8009;50.34;11277;393211720;598774;3748;6666;1437;88120534;65.18
